pass_id,mode,batch_size,prefill_tokens,decode_tokens,avg_seq_len,forward_time_ms
458,EXTEND,4,62,0,187.00,15.78
459,DECODE,189,0,189,256.52,6.33
460,DECODE,189,0,189,257.52,5.98
461,DECODE,189,0,189,258.52,5.93
462,DECODE,189,0,189,259.52,5.87
463,DECODE,185,0,185,260.29,5.93
464,EXTEND,5,105,0,141.80,30.82
465,DECODE,187,0,187,256.78,7.17
466,EXTEND,4,124,0,143.00,28.27
467,DECODE,190,0,190,254.06,6.53
468,EXTEND,3,132,0,172.00,20.18
469,DECODE,193,0,193,253.79,7.15
470,DECODE,193,0,193,254.79,6.23
471,DECODE,193,0,193,255.79,6.19
472,DECODE,191,0,191,257.52,6.10
473,EXTEND,3,177,0,146.00,24.14
474,DECODE,192,0,192,255.88,7.30
475,EXTEND,3,147,0,179.33,20.24
476,DECODE,195,0,195,255.70,6.24
477,DECODE,195,0,195,256.70,6.12
478,DECODE,189,0,189,258.96,6.06
479,EXTEND,5,215,0,167.00,14.59
480,DECODE,190,0,190,258.75,6.11
481,EXTEND,5,36,0,163.40,20.78
482,DECODE,192,0,192,258.26,6.35
483,EXTEND,4,184,0,158.25,14.08
484,DECODE,193,0,193,258.41,6.15
485,EXTEND,4,55,0,235.00,20.48
486,DECODE,195,0,195,259.54,6.17
487,EXTEND,3,3,0,139.00,14.90
488,DECODE,195,0,195,258.56,6.29
489,EXTEND,3,318,0,193.00,22.10
490,DECODE,194,0,194,258.54,6.74
491,EXTEND,4,187,0,159.25,19.93
492,DECODE,197,0,197,258.03,6.22
493,EXTEND,3,181,0,167.33,19.70
494,DECODE,199,0,199,257.96,5.83
495,EXTEND,2,2,0,177.00,14.26
496,DECODE,198,0,198,257.26,6.04
497,EXTEND,3,555,0,272.00,23.50
498,DECODE,199,0,199,259.23,6.48
499,EXTEND,3,719,0,387.33,20.78
500,DECODE,201,0,201,262.59,7.05
501,EXTEND,2,108,0,319.00,14.23
502,DECODE,201,0,201,263.65,6.05
503,EXTEND,2,2,0,319.00,15.71
504,DECODE,198,0,198,266.31,6.45
