length,turn
148,2
199,2
437,4
560,4
180,2
535,4
317,2
313,2
196,2
276,2
321,2
605,4
507,4
566,4
442,2
917,4
808,4
243,2
454,2
441,4
247,2
525,4
604,4
718,4
545,4
212,2
224,2
137,2
214,2
181,2
430,2
360,4
303,2
201,2
201,2
212,2
471,4
414,2
405,2
677,2
372,2
419,4
210,2
248,2
224,2
355,2
248,2
476,4
242,2
375,2
308,2
300,2
574,4
739,4
302,2
304,2
537,4
224,2
381,4
218,2
213,2
316,2
262,2
684,4
563,2
332,2
285,2
184,2
480,4
394,2
222,2
315,2
327,2
306,2
447,2
349,2
623,4
196,2
759,4
161,2
147,2
1064,4
436,4
754,4
395,2
374,2
416,2
284,2
447,2
248,2
291,2
373,2
232,2
318,2
755,4
363,2
261,2
193,2
190,2
496,4
693,4
438,2
1012,4
658,4
808,4
141,2
253,2
230,2
286,2
254,2
318,2
263,2
294,2
261,2
581,4
211,2
441,4
286,2
231,2
268,2
251,2
485,4
184,2
326,2
164,2
1000,4
248,2
540,4
537,4
328,2
210,2
1061,4
330,2
190,2
146,2
331,2
184,2
216,2
263,2
264,2
194,2
263,2
425,2
329,2
379,2
485,4
286,2
290,2
215,2
220,2
298,2
557,2
336,2
529,2
412,2
330,2
365,2
245,2
257,2
167,2
443,4
845,4
643,2
471,4
287,2
203,2
687,4
329,2
401,2
160,2
229,2
252,2
468,2
285,2
192,2
682,4
1073,4
269,2
546,2
333,2
171,2
521,4
263,2
513,4
508,4
296,2
211,2
455,4
187,2
383,4
293,2
231,2
481,4
176,2
200,2
195,2
152,2
136,2
376,2
266,2
477,4
168,2
357,2
302,2
251,2
822,4
554,4
517,4
503,4
913,4
759,4
319,2
431,4
208,2
330,2
292,2
249,2
289,2
334,2
837,4
248,2
456,2
163,2
294,2
194,2
633,4
380,4
248,2
530,4
