length,turn
688,4
575,4
551,4
582,4
586,4
1069,4
527,4
504,4
1535,4
587,4
497,4
664,4
873,4
782,2
1108,2
825,4
498,4
1284,4
1115,4
989,4
232,2
596,4
507,2
275,2
975,4
551,4
968,4
592,4
2001,2
2992,2
1929,4
1952,4
796,4
737,4
623,4
553,4
565,4
468,4
845,4
446,4
1055,4
1580,4
1855,4
1032,4
974,2
628,4
1144,4
676,2
400,4
247,4
343,4
477,4
1169,4
673,2
1088,4
937,4
664,4
905,4
752,4
462,2
826,4
773,4
1275,4
552,2
1262,4
1645,4
849,4
2949,2
659,4
715,4
227,2
681,4
513,2
720,4
832,2
689,4
915,4
660,4
548,4
988,4
725,4
975,4
1304,4
923,4
1166,4
879,4
813,4
1117,4
1702,4
1115,4
831,4
786,4
702,4
977,4
748,4
529,4
968,4
1444,4
819,4
1081,4
422,2
751,4
971,4
869,4
792,4
846,4
762,4
544,4
775,4
2533,2
721,4
516,2
343,2
263,2
230,2
296,2
640,4
874,4
676,4
632,4
1116,4
512,4
821,4
875,4
984,4
936,4
874,4
1121,4
1177,4
915,4
848,4
422,2
464,2
490,2
640,4
830,4
1240,4
875,4
813,4
1245,4
473,4
323,2
370,4
489,4
1086,4
901,4
1436,4
587,4
605,2
1139,4
1405,4
1218,4
736,4
916,4
944,4
596,4
753,4
883,4
946,4
1068,4
905,4
768,4
728,2
698,2
692,4
649,4
583,4
567,4
641,4
629,4
733,4
904,4
495,4
684,4
625,4
586,4
764,4
1121,4
999,4
690,4
521,4
563,2
506,4
348,2
659,4
599,4
396,2
955,4
713,4
760,4
419,2
739,4
1033,4
1223,4
1603,4
833,4
257,2
572,4
394,2
257,2
310,2
589,4
273,2
183,2
1360,4
572,2
650,4
795,4
858,4
538,4
1275,4
985,4
502,4
473,4
887,4
977,4
701,4
1065,4
613,4
1158,4
747,4
747,4
765,4
908,4
406,4
684,4
442,4
584,4
959,4
884,4
731,4
614,4
355,2
805,4
271,2
318,2
444,2
895,4
695,4
1046,4
946,4
1144,4
879,4
856,4
1051,4
731,4
475,4
857,4
643,4
476,4
536,4
795,4
605,4
390,4
584,4
500,4
633,4
704,4
777,4
985,2
1674,4
1710,4
728,4
1223,4
305,2
694,4
692,4
441,2
664,4
1350,4
1216,4
1127,2
1441,4
932,4
1206,4
995,4
526,4
727,4
706,4
904,4
816,4
491,4
1384,4
292,2
1334,4
1357,4
976,4
1315,4
949,4
954,4
1101,4
939,4
708,4
666,4
793,4
647,4
604,4
458,4
506,4
644,2
740,4
408,2
501,2
604,4
595,4
384,4
518,4
