length,turn
96,4
123,4
81,4
126,4
102,4
54,4
57,4
57,4
25,2
163,2
104,4
104,4
103,4
105,4
32,2
155,4
101,4
164,4
228,4
104,4
179,4
203,4
76,4
55,4
94,4
82,4
144,4
100,4
130,4
115,4
57,4
56,4
87,4
87,4
317,2
340,2
276,2
376,2
167,4
176,4
130,4
196,4
112,4
117,4
106,4
182,4
272,4
207,4
199,4
128,4
119,4
58,4
58,4
175,4
145,4
98,4
95,4
94,4
199,4
128,4
167,4
106,4
113,4
134,4
97,4
128,4
80,4
53,4
231,4
263,4
163,4
133,4
164,4
61,4
131,4
109,4
132,4
170,4
176,4
139,4
91,4
80,4
61,4
61,4
150,4
61,4
100,4
103,4
138,4
101,4
115,4
59,4
61,4
167,4
106,4
91,4
106,4
88,4
61,4
108,4
60,4
61,4
92,4
96,4
156,4
144,4
112,4
102,4
121,4
99,4
108,4
116,4
117,4
120,4
56,4
56,4
57,4
56,4
30,2
90,4
55,4
87,4
56,4
56,4
63,4
58,4
149,4
61,4
60,4
102,4
146,4
98,4
150,4
86,4
106,4
125,4
115,4
96,4
58,4
60,4
58,4
58,4
148,4
120,4
178,4
106,4
309,2
126,4
201,4
232,2
86,4
123,4
96,4
193,4
117,4
84,4
112,4
105,4
85,4
86,4
268,4
86,4
214,4
61,4
114,4
312,4
99,4
124,4
91,4
118,4
93,4
245,4
145,4
93,4
190,4
281,2
305,2
257,2
98,4
54,4
53,4
58,4
99,4
227,4
109,4
62,4
88,4
189,4
103,4
137,4
95,4
151,4
191,4
142,4
112,4
109,4
116,4
119,4
94,4
56,4
73,4
54,4
147,4
115,4
133,4
122,4
98,4
97,4
101,4
99,4
115,4
121,4
152,4
105,4
66,4
88,4
67,4
179,4
56,4
60,4
57,4
201,2
78,4
91,4
96,4
127,4
